-0.082394,-0.068151
-0.082394,-0.068151
-0.082394,-0.068151
-0.082394,-0.068151
-0.082394,-0.068151
-0.082394,-0.068151
-0.082394,-0.068151
-0.082394,-0.068151
-0.082394,-0.068151
-0.082394,-0.068152
-0.082378,-0.068155
-0.081687,-0.068319
-0.080945,-0.068468
-0.079977,-0.068612
-0.079434,-0.068601
-0.078752,-0.068765
-0.078346,-0.068913
-0.077863,-0.069059
-0.077419,-0.069043
-0.076856,-0.069042
-0.076383,-0.069042
-0.075905,-0.069042
-0.075352,-0.069042
-0.074704,-0.069042
-0.073753,-0.069042
-0.073005,-0.069042
-0.072234,-0.069042
-0.071674,-0.069042
-0.070825,-0.069042
-0.069984,-0.069042
-0.069139,-0.069042
-0.068414,-0.069042
-0.067672,-0.069042
-0.066948,-0.069042
-0.066062,-0.069042
-0.065174,-0.069042
-0.064223,-0.069042
-0.063224,-0.069043
-0.062107,-0.068989
-0.060982,-0.068842
-0.059842,-0.068692
-0.058749,-0.068598
-0.057629,-0.068597
-0.056719,-0.068597
-0.055622,-0.068597
-0.054388,-0.068597
-0.052765,-0.068597
-0.051501,-0.068597
-0.050344,-0.068597
-0.049266,-0.068597
-0.048116,-0.068597
-0.046853,-0.068597
-0.045609,-0.068597
-0.044176,-0.068597
-0.042627,-0.068597
-0.040775,-0.068597
-0.038567,-0.068597
-0.03649,-0.068597
-0.034641,-0.068596
-0.032726,-0.068645
-0.030486,-0.068793
-0.027966,-0.068942
-0.025945,-0.069041
-0.02427,-0.069107
-0.022706,-0.069255
-0.021146,-0.069404
-0.019209,-0.069488
-0.017422,-0.069503
-0.014873,-0.069356
-0.012387,-0.069224
-0.0096192,-0.068913
-0.0075533,-0.068668
-0.0055986,-0.068337
-0.0038396,-0.068058
-0.0019648,-0.067687
-0.00029778,-0.067273
0.0012646,-0.066657
0.0027773,-0.066071
0.0041089,-0.065458
0.0054553,-0.065006
0.0064648,-0.064555
0.0075943,-0.064139
0.0087145,-0.063551
0.010193,-0.062832
0.011628,-0.061999
0.012856,-0.061119
0.013874,-0.059991
0.01482,-0.05887
0.015683,-0.057894
0.016577,-0.057079
0.017276,-0.056179
0.017999,-0.054902
0.018637,-0.053539
0.019352,-0.052029
0.019969,-0.050515
0.020415,-0.048875
0.020889,-0.047214
0.021206,-0.045725
0.021367,-0.044161
0.021194,-0.0425
0.020888,-0.04068
0.020426,-0.038966
0.019996,-0.03732
0.019536,-0.035751
0.01907,-0.034337
0.018527,-0.032988
0.017891,-0.031691
0.017125,-0.030414
0.016234,-0.029054
0.015385,-0.027795
0.014421,-0.026378
0.013562,-0.024958
0.012522,-0.023521
0.011731,-0.022419
0.010841,-0.02157
0.009797,-0.0206
0.0086814,-0.019597
0.0076521,-0.018633
0.0069458,-0.01797
0.0060823,-0.017282
0.0050601,-0.016597
0.0038789,-0.015775
0.0027138,-0.014959
0.0012034,-0.013984
-0.00028179,-0.013176
-0.0019616,-0.012486
-0.0035161,-0.011811
-0.0051711,-0.011096
-0.0069248,-0.010243
-0.0088179,-0.0092795
-0.011021,-0.0080833
-0.013347,-0.0067082
-0.015722,-0.0052943
-0.017779,-0.0040924
-0.019596,-0.0028025
-0.021325,-0.0015108
-0.023298,0.0002239
-0.025116,0.0019443
-0.026929,0.0038161
-0.028583,0.0056918
-0.030099,0.007467
-0.031415,0.0093155
-0.03277,0.011482
-0.034095,0.013725
-0.035137,0.015862
-0.035669,0.017311
-0.036206,0.019018
-0.036742,0.020935
-0.037485,0.022875
-0.038168,0.024782
-0.038749,0.026619
-0.039053,0.028823
-0.039037,0.030941
-0.038638,0.033282
-0.038014,0.035871
-0.037128,0.038602
-0.036277,0.040889
-0.035166,0.042934
-0.03399,0.044689
-0.032421,0.046423
-0.03068,0.04795
-0.028419,0.049379
-0.026156,0.05066
-0.023731,0.051782
-0.02125,0.052903
-0.018634,0.053978
-0.015666,0.055105
-0.013159,0.055795
-0.010508,0.056446
-0.0079871,0.056865
-0.0048888,0.057307
-0.0018382,0.057606
0.0014204,0.057749
0.00481,0.057909
0.0086031,0.057902
0.012409,0.057756
0.016489,0.057528
0.020271,0.057084
0.02406,0.056718
0.027224,0.056199
0.030641,0.055525
0.034283,0.054689
0.038111,0.053857
0.042136,0.053344
0.045952,0.053059
0.049879,0.053006
0.053413,0.053007
0.056465,0.053007
0.05906,0.053011
0.061465,0.053174
0.063735,0.05331
0.066084,0.053637
0.068435,0.054192
0.071132,0.055055
0.073568,0.056049
0.075369,0.056731
0.076145,0.057216
0.076309,0.057399
0.076291,0.057038
0.076291,0.056125
